HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs	Gene Family Name
HGNC:170	ACTR3		ARP3	10096	NM_005721	Actin related protein 2/3 complex |Actin related proteins
HGNC:17256	ACTR3B		ARP11, ARP3beta	57180	NM_020445	Actin related proteins
HGNC:37724	ACTR3BP1			643050	NG_005799	
HGNC:38677	ACTR3BP2		FKSG73	440888		
HGNC:38678	ACTR3BP3			647156		
HGNC:38681	ACTR3BP4			777774		
HGNC:38682	ACTR3BP5			399746		
HGNC:38683	ACTR3BP6			644773		
HGNC:37282	ACTR3C		ARP11	653857		Actin related proteins
HGNC:31820	ACTR3P1			100288580		
HGNC:38676	ACTR3P2			100129013		
HGNC:38679	ACTR3P3			100128020		
HGNC:14671	ACTR5		FLJ12785, Arp5, INO80M	79913	NM_024855	Actin related proteins|INO80 complex 
HGNC:24025	ACTR6		ARP6, FLJ13433	64431	NM_022496	Actin related proteins|SRCAP complex
HGNC:44210	ACTR6P1			100421495	NG_025147	
HGNC:14672	ACTR8		INO80N	93973	NM_022899	Actin related proteins|INO80 complex 
HGNC:17372	ACTR10		HARP11, ACTR11, Arp11, Arp10	55860		Actin related proteins
HGNC:24027	ACTRT1		AIP1, KIAA0705, ARIP1, Arp-T1	139741	NM_138289	Actin related proteins
HGNC:24026	ACTRT2		Arp-T2, ARPM2, FLJ25424	140625	NM_080431	Actin related proteins
HGNC:24022	ACTRT3		ARPM1	84517	NM_032487	Actin related proteins
HGNC:171	ACVR1	ACVRLK2	SKR1, ALK2, ACVR1A	90	NM_001105	Type 1 receptor serine/threonine kinases
HGNC:172	ACVR1B	ACVRLK4	ALK4, SKR2, ActRIB	91	NM_020328	Type 1 receptor serine/threonine kinases
HGNC:18123	ACVR1C		ALK7, ACVRLK7	130399	NM_145259	Type 1 receptor serine/threonine kinases
HGNC:173	ACVR2A	ACVR2	ACTRII	92	NM_001616	Type 2 receptor serine/threonine kinases
HGNC:174	ACVR2B		ActR-IIB	93	NM_001106	Type 2 receptor serine/threonine kinases
HGNC:44161	ACVR2B-AS1			100128640	NR_028389	
HGNC:175	ACVRL1	ACVRLK1, ORW2	HHT2, ALK1, HHT	94	NM_000020	Type 1 receptor serine/threonine kinases
HGNC:176	ACVRLK2~withdrawn					
HGNC:177	ACY1			95	NM_000666	
HGNC:178	ACY1L~withdrawn					
HGNC:24104	ACY3		HCBP1, MGC9740, ACY-3	91703	NM_080658	
HGNC:179	ACYP1			97		
HGNC:180	ACYP2			98		
HGNC:181	AD1~withdrawn					
HGNC:182	AD2~withdrawn					
HGNC:183	AD3~withdrawn					
HGNC:184	AD4~withdrawn					
HGNC:185	AD5					
HGNC:186	ADA			100	NM_000022	Adenosine deaminase family
HGNC:1839	ADA2	IDGFL, CECR1	ADGF	51816		Adenosine deaminase family
HGNC:30713	ADAD1		Tenr	132612	NM_139243	Adenosine deaminases acting on RNA
HGNC:44550	ADAD1P1			100422386		
HGNC:44552	ADAD1P2			100422407		
HGNC:30714	ADAD2		TENRL, FLJ00337	161931	NM_139174	Adenosine deaminases acting on RNA
HGNC:31853	ADAL			161823	NM_001324366	Adenosine deaminase family
HGNC:187	ADAM1A	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	8759	NG_001216	ADAM metallopeptidase domain containing
HGNC:44366	ADAM1B			100420505	NG_024129	ADAM metallopeptidase domain containing
HGNC:198	ADAM2	FTNB	PH-30b, PH30, CT15	2515	NM_001464	ADAM metallopeptidase domain containing
HGNC:209	ADAM3A	CYRN1	ADAM3, tMDCI	1587	NR_001569	ADAM metallopeptidase domain containing
HGNC:210	ADAM3B	CYRN2		1596	NG_001526	ADAM metallopeptidase domain containing
HGNC:212	ADAM5	ADAM5P	tMDCII	255926	NR_001448	ADAM metallopeptidase domain containing
HGNC:213	ADAM6	C14orf96	tMDCIV	8755	NR_002224	ADAM metallopeptidase domain containing
HGNC:214	ADAM7		GP-83, EAPI	8756	NM_003817	ADAM metallopeptidase domain containing
HGNC:215	ADAM8		CD156, MS2, CD156a	101	NM_001109	ADAM metallopeptidase domain containing|CD molecules
HGNC:216	ADAM9	CORD9	MDC9, KIAA0021, MCMP, Mltng	8754		ADAM metallopeptidase domain containing
HGNC:188	ADAM10		kuz, MADM, HsT18717, CD156c	102	NM_001110	ADAM metallopeptidase domain containing|CD molecules
HGNC:189	ADAM11	MDC		4185	NM_002390	ADAM metallopeptidase domain containing
HGNC:190	ADAM12		MCMPMltna, MLTN	8038		ADAM metallopeptidase domain containing
HGNC:43841	ADAM12-OT1~withdrawn					
HGNC:193	ADAM15		MDC15	8751	NM_003815	ADAM metallopeptidase domain containing
HGNC:195	ADAM17	TACE	cSVP, CD156B	6868		ADAM metallopeptidase domain containing|CD molecules
HGNC:196	ADAM18		tMDCIII, ADAM27	8749	NM_014237	ADAM metallopeptidase domain containing
HGNC:197	ADAM19		MLTNB	8728	NM_033274	ADAM metallopeptidase domain containing
HGNC:199	ADAM20			8748		ADAM metallopeptidase domain containing
HGNC:20102	ADAM20P1	C14orf55		317760	NR_037933	
HGNC:43901	ADAM20P2			100533671		
HGNC:43902	ADAM20P3			644325		
HGNC:200	ADAM21		ADAM31	8747		ADAM metallopeptidase domain containing
HGNC:19822	ADAM21P1	ADAM21P		145241	NG_002467	
HGNC:201	ADAM22		MDC2	53616	NM_021723	ADAM metallopeptidase domain containing
HGNC:202	ADAM23		MDC3	8745	NM_003812	ADAM metallopeptidase domain containing
HGNC:203	ADAM24P			646479		ADAM metallopeptidase domain containing
HGNC:206	ADAM28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	10863	NM_021778	ADAM metallopeptidase domain containing
HGNC:207	ADAM29		svph1, CT73	11086		ADAM metallopeptidase domain containing
HGNC:208	ADAM30		svph4	11085	NM_021794	ADAM metallopeptidase domain containing
HGNC:15479	ADAM32			203102	NM_145004	ADAM metallopeptidase domain containing
HGNC:15478	ADAM33	C20orf153	DKFZp434K0521, dJ964F7.1	80332	NM_025220	ADAM metallopeptidase domain containing
HGNC:16299	ADAMDEC1		M12.219	27299	NM_014479	
HGNC:217	ADAMTS1		C3-C5, METH1, KIAA1346	9510		ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:218	ADAMTS2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	9509	NM_014244	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:219	ADAMTS3		KIAA0366, ADAMTS-4	9508		ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:220	ADAMTS4		KIAA0688, ADAMTS-2, ADMP-1	9507	NM_005099	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:221	ADAMTS5		ADMP-2, ADAMTS11	11096		ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:222	ADAMTS6		ADAM-TS6	11174	NM_197941	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:223	ADAMTS7		ADAM-TS7, DKFZp434H204	11173	NM_014272	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:49407	ADAMTS7P1	ADAMTS7P2		390660		
HGNC:49408	ADAMTS7P2~withdrawn					
HGNC:49409	ADAMTS7P3			400406		
HGNC:49410	ADAMTS7P4			642935		
HGNC:224	ADAMTS8		METH2, FLJ41712, ADAM-TS8	11095	NM_007037	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:13202	ADAMTS9		KIAA1312	56999		ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:40625	ADAMTS9-AS1			101929335	NR_110150	
HGNC:42435	ADAMTS9-AS2			100507098	NR_038264	
HGNC:13201	ADAMTS10		ADAM-TS10	81794	NM_030957	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:14605	ADAMTS12			81792	NM_030955	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:1366	ADAMTS13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	11093	NM_139025	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:14899	ADAMTS14			140766	NM_080722	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:16305	ADAMTS15			170689	NM_139055	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17108	ADAMTS16		ADAMTS16s	170690	NM_139056	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17109	ADAMTS17		FLJ32769, FLJ16363	170691	NM_139057	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17110	ADAMTS18	ADAMTS21		170692		ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17111	ADAMTS19			171019	NM_133638	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:40797	ADAMTS19-AS1		RP11-346A9.1			
HGNC:17178	ADAMTS20		GON-1	80070	NM_025003	ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:16662	ADAMTS21~withdrawn					
HGNC:14632	ADAMTSL1	C9orf94	ADAMTSR1, FLJ35283	92949		I-set domain containing|ADAMTS like
HGNC:14631	ADAMTSL2		KIAA0605	9719	NM_014694	ADAMTS like
HGNC:14633	ADAMTSL3		KIAA1233, punctin-2	57188	NM_207517	I-set domain containing|Immunoglobulin like domain containing|ADAMTS like
HGNC:19706	ADAMTSL4	TSRC1	DKFZP434K1772	54507	NM_019032	ADAMTS like
HGNC:32041	ADAMTSL4-AS1	C1orf138	FLJ45786			
HGNC:27912	ADAMTSL5	THSD6		339366	NM_213604	ADAMTS like
HGNC:16486	ADAP1	CENTA1	GCS1L	11033	NM_006869	Pleckstrin homology domain containing|ArfGAPs
HGNC:16487	ADAP2	CENTA2		55803	NM_018404	Pleckstrin homology domain containing|ArfGAPs
HGNC:225	ADAR	IFI4, G1P1	ADAR1	103	NM_001111	Adenosine deaminases acting on RNA
HGNC:226	ADARB1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	104	NM_015833	Adenosine deaminases acting on RNA
HGNC:227	ADARB2		RED2, hRED2, ADAR3	105	NM_018702	Adenosine deaminases acting on RNA
HGNC:23299	ADARB2-AS1	C10orf109, NCRNA00168	bA466B20.1	642394	NR_033387	
HGNC:228	ADAT1			23536	NM_012091	Adenosine deaminases acting on RNA
HGNC:21172	ADAT2	DEADC1	dJ20N2.1, TAD2	134637	NM_001286259	Adenosine deaminases acting on RNA
HGNC:25151	ADAT3		TAD3	113179	NM_138422	Adenosine deaminases acting on RNA
HGNC:19038	ADCK1		FLJ39600	57143	NM_020421	
HGNC:19039	ADCK2		MGC20727	90956	NM_052853	
HGNC:21738	ADCK5		FLJ35454	203054	NM_174922	
HGNC:229	ADCP1			106		
HGNC:230	ADCP2~withdrawn					
HGNC:231	ADCR~withdrawn					
HGNC:232	ADCY1	DFNB44	AC1	107	NM_021116	Adenylate cyclases|Deafness associated genes
HGNC:233	ADCY2		HBAC2, KIAA1060, AC2	108	NM_020546	Adenylate cyclases
HGNC:234	ADCY3		AC3	109		Adenylate cyclases
HGNC:235	ADCY4		AC4	196883		Adenylate cyclases
HGNC:236	ADCY5		AC5	111	NM_183357	Adenylate cyclases
HGNC:237	ADCY6		AC6	112	NM_020983	Adenylate cyclases
HGNC:238	ADCY7		KIAA0037, AC7	113		Adenylate cyclases
HGNC:239	ADCY8	ADCY3	HBAC1, AC8	114		Adenylate cyclases
HGNC:240	ADCY9		AC9	115		Adenylate cyclases
HGNC:21285	ADCY10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	55811	NM_018417	Adenylate cyclases
HGNC:44143	ADCY10P1			221442	NR_026938	
HGNC:241	ADCYAP1		PACAP	116	NM_001117	Endogenous ligands
HGNC:242	ADCYAP1R1		PAC1, PACAPR, PAC1R	117	NM_001118	Vasoactive intestinal peptide receptor family
HGNC:243	ADD1			118	NM_014189	
HGNC:244	ADD2		ADDB	119	NM_001617	
HGNC:245	ADD3	ADDL		120	NM_019903	
HGNC:48682	ADD3-AS1			100505933	NR_038943	
HGNC:246	ADDL~withdrawn					
HGNC:247	ADFN			122		
HGNC:21212	ADGB	C6orf103	FLJ23121, dJ408K24.1, CAPN16	79747	NM_024694	Calpains
HGNC:13838	ADGRA1	GPR123	KIAA1828	84435		Adhesion G protein-coupled receptors, subfamily A
HGNC:49543	ADGRA1-AS1	GPR123-AS1				
HGNC:17849	ADGRA2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	25960		Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily A
HGNC:13839	ADGRA3	GPR125	FLJ38547, PGR21	166647		I-set domain containing|Adhesion G protein-coupled receptors, subfamily A
HGNC:943	ADGRB1	BAI1		575	NM_001702	Adhesion G protein-coupled receptors, subfamily B
HGNC:944	ADGRB2	BAI2		576	NM_001703	Adhesion G protein-coupled receptors, subfamily B
HGNC:945	ADGRB3	BAI3	KIAA0550	577		Adhesion G protein-coupled receptors, subfamily B
HGNC:19893	ADGRD1	GPR133	DKFZp434B1272, PGR25	283383	NM_198827	Adhesion G protein-coupled receptors, subfamily D
HGNC:53314	ADGRD1-AS1		LACAT8	105755954	NR_131950	
HGNC:18651	ADGRD2	GPR144	PGR24	347088	NM_182611	Adhesion G protein-coupled receptors, subfamily D
HGNC:3336	ADGRE1	TM7LN3, EMR1		2015		Adhesion G protein-coupled receptors, subfamily E
HGNC:3337	ADGRE2	EMR2	CD312	30817		CD molecules|Adhesion G protein-coupled receptors, subfamily E
HGNC:23647	ADGRE3	EMR3		84658	NM_032571	Adhesion G protein-coupled receptors, subfamily E
HGNC:19240	ADGRE4P	GPR127, EMR4, EMR4P	PGR16	326342	NR_024075	Adhesion G protein-coupled receptors, subfamily E
HGNC:1711	ADGRE5	CD97	TM7LN1	976	NM_078481	CD molecules|Adhesion G protein-coupled receptors, subfamily E
HGNC:18990	ADGRF1	GPR110	hGPCR36, PGR19	266977	NM_153840	Adhesion G protein-coupled receptors, subfamily F
HGNC:18991	ADGRF2	GPR111	hGPCR35, PGR20	222611	NM_153839	Adhesion G protein-coupled receptors, subfamily F
HGNC:18989	ADGRF3	GPR113	hGPCR37, PGR23	165082	NM_153835	Adhesion G protein-coupled receptors, subfamily F
HGNC:19011	ADGRF4	GPR115	FLJ38076, PGR18	221393	NM_153838	Adhesion G protein-coupled receptors, subfamily F
HGNC:19030	ADGRF5	GPR116	DKFZp564O1923, KIAA0758	221395	NM_015234	I-set domain containing|Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily F
HGNC:32922	ADGRF5P1	GPR116P1		389740		
HGNC:32921	ADGRF5P2	GPR116P2		441416		
HGNC:4512	ADGRG1	GPR56	TM7LN4, TM7XN1	9289		Adhesion G protein-coupled receptors, subfamily G
HGNC:4516	ADGRG2	GPR64	HE6, TM7LN2, EDDM6	10149		Adhesion G protein-coupled receptors, subfamily G
HGNC:13728	ADGRG3	GPR97	Pb99, PGR26	222487	NM_170776	Adhesion G protein-coupled receptors, subfamily G
HGNC:18992	ADGRG4	GPR112	RP1-299I16, PGR17	139378		Adhesion G protein-coupled receptors, subfamily G
HGNC:19010	ADGRG5	GPR114	PGR27	221188	NM_153837	Adhesion G protein-coupled receptors, subfamily G
HGNC:13841	ADGRG6	GPR126	FLJ14937	57211		Adhesion G protein-coupled receptors, subfamily G
HGNC:19241	ADGRG7	GPR128	FLJ14454	84873		Adhesion G protein-coupled receptors, subfamily G
HGNC:20973	ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2	22859	NM_014921	Adhesion G protein-coupled receptors, subfamily L
HGNC:18582	ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1	23266	NM_012302	Adhesion G protein-coupled receptors, subfamily L
HGNC:20974	ADGRL3	LPHN3	KIAA0768, LEC3	23284		Adhesion G protein-coupled receptors, subfamily L
HGNC:50604	ADGRL3-AS1	LPHN3-AS1		101927186		
HGNC:20822	ADGRL4	ELTD1	ETL	64123	NM_022159	Adhesion G protein-coupled receptors, subfamily L
HGNC:17416	ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	84059	NM_032119	USH2 complex |Adhesion G protein-coupled receptors, subfamily V
HGNC:249	ADH1A	ADH1		124	NM_000667	Alcohol dehydrogenases
HGNC:250	ADH1B	ADH2		125	NM_000668	Alcohol dehydrogenases
HGNC:251	ADH1C	ADH3		126	NM_000669	Alcohol dehydrogenases
HGNC:252	ADH4		ADH-2	127	NM_000670	Alcohol dehydrogenases
HGNC:253	ADH5	FDH	ADH-3, ADHX, GSNOR	128	NM_000671	Alcohol dehydrogenases
HGNC:254	ADH5P1~withdrawn					
HGNC:22976	ADH5P2			343296		
HGNC:22991	ADH5P3			100131810		
HGNC:21377	ADH5P4	ADH5B	bA707M13.2	642443	XM_208352	
HGNC:255	ADH6		ADH-5	130	NM_000672	Alcohol dehydrogenases
HGNC:256	ADH7		ADH-4	131	NM_000673	Alcohol dehydrogenases
HGNC:16354	ADHFE1		ADHFe1, FLJ32430	137872	NM_144650	Alcohol dehydrogenases
HGNC:30576	ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	55256	NM_018269	
HGNC:52339	ADI1P1			100130936		
HGNC:52340	ADI1P2			100288971		
HGNC:52341	ADI1P3			100288129		
HGNC:28606	ADIG		MGC39724, SMAF1, RP5-1100H13.2	149685	NM_001018082	
HGNC:13633	ADIPOQ	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	9370	NM_004797	Endogenous ligands|C1q and TNF related 
HGNC:40648	ADIPOQ-AS1			100874095	NR_046662	
HGNC:24040	ADIPOR1		PAQR1, ACDCR1	51094	NM_015999	Adiponectin receptors|Progestin and adipoQ receptor family
HGNC:44910	ADIPOR1P1			645220	NG_022165	
HGNC:44911	ADIPOR1P2			390503	NG_022863	
HGNC:24041	ADIPOR2		PAQR2, ACDCR2	79602	NM_024551	Adiponectin receptors|Progestin and adipoQ receptor family
HGNC:16477	ADIR~withdrawn					
HGNC:24043	ADIRF	C10orf116	APM2, AFRO	10974	NM_006829	
HGNC:45127	ADIRF-AS1			100133190		
HGNC:257	ADK		AK	132	NM_006721	
HGNC:258	ADL~withdrawn					
HGNC:259	ADM		AM	133	NM_001124	Endogenous ligands
HGNC:28898	ADM2		AM2, FLJ21135	79924	NM_024866	Endogenous ligands
HGNC:27293	ADM5	C19orf76	AM5	199800	NM_001101340	
HGNC:260	ADMLX~withdrawn					
HGNC:261	ADMLY~withdrawn					
HGNC:15766	ADNP		KIAA0784, ADNP1	23394	NM_181442	ZF class homeoboxes and pseudogenes
HGNC:51227	ADNP-AS1			101927631	NR_110009	
HGNC:23803	ADNP2	ZNF508	KIAA0863	22850	NM_014913	ZF class homeoboxes and pseudogenes|Zinc fingers C2H2-type
HGNC:23506	ADO	C10orf22	FLJ14547	84890	NM_032804	
HGNC:262	ADORA1		RDC7	134	NM_000674	Adenosine receptors
HGNC:263	ADORA2A	ADORA2	RDC8	135	NM_000675	Adenosine receptors
HGNC:37122	ADORA2A-AS1	C22orf45	FLJ34651	646023	NR_028483	
HGNC:264	ADORA2B			136		Adenosine receptors
HGNC:265	ADORA2BP1	ADORA2BP		137	NG_000843	
HGNC:266	ADORA2L1~withdrawn					
HGNC:267	ADORA2L2~withdrawn					
HGNC:268	ADORA3		AD026	140	NM_000677, NM_020683	Adenosine receptors|V-set domain containing
HGNC:25250	ADPGK		DKFZp434B195, ADP-GK	83440	NM_031284	
HGNC:44144	ADPGK-AS1			100287559	NR_040107	
HGNC:269	ADPRH		ARH1	141	NM_001125	
HGNC:21303	ADPRHL1		ARH2	113622	NM_138430	
HGNC:21304	ADPRHL2		ARH3, FLJ20446	54936	NM_017825	
HGNC:30925	ADPRM	C17orf48	MDS006	56985	NM_020233	Sugar phosphatases
HGNC:277	ADRA1A	ADRA1C	ADRA1L1	148	NM_033303	Adrenoceptors
HGNC:278	ADRA1B			147		Adrenoceptors
HGNC:279	ADRA1C~withdrawn					
HGNC:280	ADRA1D		ADRA1R, ADRA1A, ADRA1	146	NM_000678	Adrenoceptors
HGNC:281	ADRA2A	ADRA2, ADRA2R	ADRAR	150	NM_000681	Adrenoceptors
HGNC:282	ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1	151		Adrenoceptors
HGNC:283	ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	152	NM_000683	Adrenoceptors
HGNC:284	ADRA2L1~withdrawn					
HGNC:285	ADRB1	ADRB1R		153		Adrenoceptors
HGNC:286	ADRB2	ADRB2R	ADRBR, BAR, B2AR	154	NM_000024	Adrenoceptors
HGNC:287	ADRB2RL1~withdrawn					
HGNC:288	ADRB3			155	NM_000025	Adrenoceptors
HGNC:15759	ADRM1		GP110, Rpn13, ARM1	11047		
HGNC:291	ADSL			158	NM_000026	
HGNC:292	ADSS			159	NM_001126	
HGNC:20093	ADSSL1		FLJ38602	122622		
HGNC:293	ADT~withdrawn					
HGNC:294	ADTAA~withdrawn					
HGNC:295	ADTAB~withdrawn					
HGNC:296	ADTB1~withdrawn					
HGNC:299	ADTB2~withdrawn					
HGNC:300	ADTG~withdrawn					
HGNC:21214	ADTRP	C6orf105	dJ413H6.1, AIG1L	84830	NM_032744	
HGNC:301	AE1~withdrawn					
HGNC:302	AE2~withdrawn					
HGNC:303	AEBP1		ACLP	165	NM_001129	M14 carboxypeptidases
HGNC:24051	AEBP2		MGC17922	121536	NM_153207	
HGNC:305	AEMK~withdrawn					
HGNC:25722	AEN	ISG20L1	FLJ12484, FLJ12562	64782	NM_022767	Exonucleases
HGNC:306	AEPLC~withdrawn					
HGNC:307	AES		GRG5, TLE5	166	NM_198969	
HGNC:308	AEZ~withdrawn					
HGNC:309	AF8T					
HGNC:310	AFA					
HGNC:24017	AFAP1		AFAP-110, AFAP	60312	NM_021638	Pleckstrin homology domain containing
HGNC:28141	AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981	84740	NR_026892	Long non-coding RNAs
HGNC:26714	AFAP1L1		FLJ36748	134265	NM_152406	Pleckstrin homology domain containing
HGNC:25901	AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	84632	NM_032550	Pleckstrin homology domain containing
HGNC:311	AFCP~withdrawn					
HGNC:312	AFD1					
HGNC:7137	AFDN	MLLT4	AF-6, AF6	4301	NM_005936	PDZ domain containing
HGNC:21236	AFDN-DT	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3	653483	NR_027906	
HGNC:7135	AFF1	PBM1, MLLT2	AF-4, AF4	4299	NM_005935	AF4/FMR2 family|Super elongation complex
HGNC:53447	AFF1-AS1			100506746	NR_038841	
HGNC:3776	AFF2	FMR2	FRAXE	2334	NM_002025	AF4/FMR2 family|Super elongation complex
HGNC:41334	AFF2-IT1					
HGNC:6473	AFF3	LAF4	MLLT2-like	3899	NM_002285	AF4/FMR2 family|Super elongation complex
HGNC:17869	AFF4		AF5Q31, MCEF	27125	NM_014423	AF4/FMR2 family|Super elongation complex
HGNC:16411	AFG1L	LACE1	AFG1	246269	NM_145315	
HGNC:313	AFG3~withdrawn					
HGNC:314	AFG3L1P	AFG3, AFG3L1		172	NR_003226	AAA ATPases
HGNC:315	AFG3L2	SCA28	SPAX5	10939	NM_006796	AAA ATPases
HGNC:24169	AFG3L2P1	AFG3L2P		347028		
HGNC:316	AFM		ALB2, ALBA	173		
HGNC:20910	AFMID		DKFZp686F03259, KF	125061	NM_001145526	
HGNC:317	AFP	HPAFP	FETA	174		
HGNC:25951	AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388	54812	NM_017657	
HGNC:318	AGA		ASRG	175	NM_000027	
HGNC:16922	AGAP1	CENTG2	KIAA1099, GGAP1	116987	NM_014914	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing
HGNC:41427	AGAP1-IT1			100506749		
HGNC:16921	AGAP2	CENTG1		116986	NM_014770	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing
HGNC:48633	AGAP2-AS1		LOC100130776, PUNISHER	100130776	NR_027032	
HGNC:16923	AGAP3	CENTG3		116988	NM_031946	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing
HGNC:23459	AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	119016	NM_133446	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing
HGNC:23467	AGAP5	CTGLF2	Em:AC073389.1	729092	NM_001144000	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing
HGNC:23466	AGAP6	CTGLF3	bA324H6.1	414189	NM_001077665	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing
HGNC:23465	AGAP7P	CTGLF4, AGAP7	bA109G10.1	653268	NM_001077685	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
HGNC:23464	AGAP8~withdrawn					Pleckstrin homology domain containing
HGNC:23463	AGAP9	CTGLF6	bA301J7.2, FLJ00312	642517	NM_001190810	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing
HGNC:23462	AGAP10~withdrawn					Pleckstrin homology domain containing
HGNC:23659	AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	653234	NG_005805	ArfGAPs
HGNC:29421	AGAP11		KIAA1975	119385	NM_133447	Ankyrin repeat domain containing|ArfGAPs|BAR-PH domain containing
HGNC:23661	AGAP12P	CTGLF12P	bA164N7.2	414224		ArfGAPs
HGNC:23499	AGAP13P	CTGLF9P	bA548K23.1	728005		ArfGAPs
HGNC:23660	AGAP14P	CTGLF11P, AGAP14	bA145E20.1	653259	NG_005806	ArfGAPs
HGNC:26504	AGBL1		FLJ32310, CCP4	123624	NM_152336	
HGNC:48617	AGBL1-AS1			727915		
HGNC:26296	AGBL2		FLJ23598, CCP2	79841	NM_024783	
HGNC:27981	AGBL3		MGC32955, CCP3	340351	NM_178563	M14 carboxypeptidases
HGNC:25892	AGBL4		FLJ14442, CCP6	84871	NM_032785	M14 carboxypeptidases
HGNC:41482	AGBL4-IT1					
HGNC:26147	AGBL5		FLJ21839, CCP5	60509	NM_021831	
HGNC:41133	AGBL5-AS1					
HGNC:41484	AGBL5-IT1					
HGNC:320	AGER		RAGE, SCARJ1	177	NM_001136	Scavenger receptors|C2-set domain containing|Immunoglobulin like domain containing
HGNC:5175	AGFG1	HRB	RIP, RAB	3267	NM_004504	ArfGAPs
HGNC:5177	AGFG2	HRBL	RABR	3268	NM_006076	ArfGAPs
HGNC:24684	AGGF1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	55109	NM_018046	G-patch domain containing
HGNC:38051	AGGF1P1			100132380		
HGNC:38052	AGGF1P2			644435	NG_005569	
HGNC:38053	AGGF1P3			391552		
HGNC:38054	AGGF1P4			100129351		
HGNC:51741	AGGF1P5			100128103		
HGNC:51744	AGGF1P6					
HGNC:51740	AGGF1P7			100132606		
HGNC:51745	AGGF1P8			100128804		
HGNC:51746	AGGF1P9			100127958		
HGNC:51747	AGGF1P10			100288774		
HGNC:21869	AGK	MULK	FLJ10842	55750	NM_018238	
HGNC:37661	AGKP1		AGKY1	359793	NG_002810	
HGNC:321	AGL			178	NM_000028	
HGNC:18407	AGMAT		FLJ23384	79814	NM_024758	
HGNC:33784	AGMO	TMEM195	FLJ16237	392636	NM_001004320	Fatty acid hydroxylase domain containing
HGNC:322	AGMX1~withdrawn					
HGNC:323	AGMX2					
HGNC:3262	AGO1	EIF2C1	hAGO1	26523		Argonaute/PIWI family
